,Gender,Age,Profession,Region,Years_of_Experience,Prior_Awareness,Known_Models,Understanding_Rating,Understanding_1,Understanding_2,Understanding_3,Understanding_4,Understanding_5,Access_At_Work,Access_Route,Considered_Use,Use,Specific_Uses,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,Find_Quick_Answers_2,Brainstorm_&_Diagnose_2,Generate_Prescriptions_2,Summarise_Research_Articles_2,Create_Educational_Materials_2,Treatment_Recommendations_2,Daily_LLMs_Usage(mins),Daily_CCLs_Usage(mins),23. LLMs help me achieve my healthcare delivery goals. ,24. LLMs reduce my workload and save me time.,25. LLMs help me make informed and timely decisions.,26. LLMs keep me updated on healthcare related information.,27. LLMs are easily accessible and user-friendly. ,28. LLMs are trusted tools that uphold patient privacy and confidentiality. ,29. I am willing to take decisions based on the recommendations provided by LLMs.,30. The benefits of using LLMs outweigh any potential risks.,31. I am satisfied with LLMs.  ,32. I will recommend the use of LLMs by my colleagues in healthcare delivery. ,Preference,LLMs_Preferred_Aspects,CCLs_Preferred_Aspects,Areas_Of_Impact,Suggested_Improvement
340,Male,26 – 35,Optometrist,Ashanti,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,4,4,1,5,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support",Occasionally,Always,Rarely,Rarely,Always,Frequently,Rarely,Always,Never,Never,Rarely,Occasionally,Never,60,30,3,4,2,1,5,5,1,3,5,2,Yes,,,treatment,Make it faster
341,Male,26 – 35,Optometrist,Central,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,4,4,1,5,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support",Occasionally,Always,Rarely,Rarely,Always,Frequently,Rarely,Always,Never,Never,Rarely,Occasionally,Never,60,30,3,4,2,1,5,5,1,3,5,2,Yes,,,treatment,Make it faster
342,Female,26 – 35,Nurse,Ashanti,3 – 5 years,Yes,Google’s BERT,2 -  I know a bit about LLMs but not a lot,4,4,4,4,4,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,Always,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,60,60,4,4,3,3,3,4,4,4,4,4,No,,,,
343,Female,26 – 35,Nurse,Greater Accra,3 – 5 years,Yes,Google’s BERT,2 -  I know a bit about LLMs but not a lot,4,4,4,4,4,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,Always,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,60,60,4,4,3,3,3,4,4,4,4,4,No,,,,
344,Female,36 – 45,Disease Control Officer,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,3,3,4,4,3,No,,No,Maybe,Medical information research,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,0,10,3,3,3,3,3,3,3,3,3,3,No,,Always accurate,,
345,Male,36 – 45,Disease Control Officer,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,3,3,4,4,3,No,,No,Maybe,Medical information research,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,0,10,3,3,3,3,3,3,3,3,3,3,No,,Always accurate,,
346,Female,36 – 45,Disease Control Officer,Upper West,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,3,3,4,4,3,No,,No,No,Medical information research,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,0,10,3,3,3,3,3,3,3,3,3,3,No,,Always accurate ,,
347,Female,36 – 45,Disease Control Officer,Upper East,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,3,3,4,4,3,No,,No,No,Medical information research,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,0,10,3,3,3,3,3,3,3,3,3,3,No,,Always accurate ,,
348,Female,18 – 25,Nurse,Upper East,Less than 3 years,Yes,Meta AI,3 -  I know a good amount about LLMs and can talk about it confidently,3,5,4,1,5,Yes,Mobile apps,Yes,Yes,Medical information research,Occasionally,Frequently,Rarely,Rarely,Always,Frequently,Frequently,Never,Never,Never,Occasionally,Always,Always,30,30,4,4,4,4,4,4,4,4,3,4,Yes,,,Documentation ,Availability in all health care facilities 
349,Female,18 – 25,Nurse,Brong Ahafo,Less than 3 years,Yes,Meta AI,3 -  I know a good amount about LLMs and can talk about it confidently,3,5,4,1,5,Yes,Mobile apps,Yes,Yes,Medical information research,Occasionally,Frequently,Rarely,Rarely,Always,Frequently,Frequently,Never,Never,Never,Occasionally,Always,Always,30,30,4,4,4,4,4,4,4,4,3,4,Yes,,,Documentation ,Availability in all health care facilities 
350,Female,26 – 35,Medicine Counter Assistant,Central,3 – 5 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,3,3,3,2,4,No,Mobile apps,No,Maybe,Prescription and dosage writing,Never,Occasionally,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,10,0,4,4,4,4,4,4,4,4,4,4,Neutral,,,,
351,Female,26 – 35,Medicine Counter Assistant,Greater Accra,3 – 5 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,3,3,3,2,4,No,Mobile apps,No,Maybe,Prescription and dosage writing,Never,Occasionally,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,10,0,4,4,4,4,4,4,4,4,4,4,Neutral,,,,
352,Female,26 – 35,Medicine Counter Assistant,Volta,3 – 5 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,3,3,3,2,4,No,Mobile apps,No,Maybe,Medical information research,Never,Occasionally,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,10,0,4,4,4,4,4,4,4,4,4,4,Neutral,,,,
353,Female,26 – 35,Medicine Counter Assistant,Western North,3 – 5 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,3,3,3,2,4,No,Mobile apps,No,Maybe,Medical information research,Never,Occasionally,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,10,0,4,4,4,4,4,4,4,4,4,4,Neutral,,,,
354,Female,26 – 35,Pharmacist,Eastern,3 – 5 years,No,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,5,1,5,Yes,"Online Platforms or websites, Mobile apps",No,Maybe,Medical information research,Never,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Frequently,Occasionally,Frequently,Never,Rarely,Frequently,5,10,2,4,4,3,4,4,4,3,3,3,Neutral,,,Diagnosis and treatment,It should be incorporated into the hospital management and healthcare softwares
355,Female,26 – 35,Pharmacist,Ashanti,3 – 5 years,No,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,5,1,5,Yes,"Online Platforms or websites, Mobile apps",No,Maybe,Medical information research,Never,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Frequently,Occasionally,Frequently,Never,Rarely,Frequently,5,10,2,4,4,3,4,4,4,3,3,3,Neutral,,,Diagnosis and treatment,It should be incorporated into the hospital management and healthcare softwares
356,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,1,4,Yes,Online Platforms or websites,No,No,I don't quite use it.,Never,Rarely,Never,Never,Never,Never,Never,Always,Always,Always,Always,Always,Always,10,60,3,4,2,2,3,3,2,2,3,2,No,,"Some information provided by LLMs are not accurate, limiting their usefulness particularly in healthcare where accuracy and specificity is key.",Organising an action plan for a patient for disease management ,Data provided by LLMs should be verified from conventional literature.
357,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,1,4,Yes,Online Platforms or websites,No,No,I don't quite use it.,Never,Rarely,Never,Never,Never,Never,Never,Always,Always,Always,Always,Always,Always,10,60,3,4,2,2,3,3,2,2,3,2,No,,"Some information provided by LLMs are not accurate, limiting their usefulness particularly in healthcare where accuracy and specificity is key.",Organising an action plan for a patient for disease management ,Data provided by LLMs should be verified from conventional literature.
358,Male,26 – 35,Pharmacist,Greater Accra,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,4,1,5,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Administrative writing, Language translation",Rarely,Rarely,Never,Rarely,Rarely,Occasionally,Rarely,Frequently,Always,Frequently,Frequently,Frequently,Frequently,30,120,2,4,2,2,4,1,1,3,3,2,No,,Patient confidentiality not guaranteed and also information may not be accurate and reliable,,
359,Male,26 – 35,Pharmacist,Brong Ahafo,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,4,4,1,5,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Administrative writing, Language translation",Rarely,Rarely,Never,Rarely,Rarely,Occasionally,Rarely,Frequently,Always,Frequently,Frequently,Frequently,Frequently,30,120,2,4,2,2,4,1,1,3,3,2,No,,Patient confidentiality not guaranteed and also information may not be accurate and reliable,,
360,Female,26 – 35,Nurse,Central,Less than 3 years,No,Meta AI,1  - I know very little to nothing about LLMs,4,3,3,2,3,No,Mobile apps,Yes,No,Prescription and dosage writing,Occasionally,Occasionally,Never,Never,Rarely,Never,Occasionally,"Never, Occasionally",Occasionally,Rarely,Occasionally,Rarely,Rarely,30,20,3,5,4,4,3,5,4,5,4,5,Neutral,,,Yh in the urban areas,It helps process everything quickly
361,Female,26 – 35,Nurse,Greater Accra,Less than 3 years,No,Meta AI,1  - I know very little to nothing about LLMs,4,3,3,2,3,No,Mobile apps,Yes,No,Prescription and dosage writing,Occasionally,Occasionally,Never,Never,Rarely,Never,Occasionally,"Never, Occasionally",Occasionally,Rarely,Occasionally,Rarely,Rarely,30,20,3,5,4,4,3,5,4,5,4,5,Neutral,,,Yh in the urban areas,It helps process everything quickly
362,Female,18 – 25,Nurse,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,3,2,4,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,Frequently,Rarely,Rarely,Frequently,Rarely,Occasionally,Occasionally,Rarely,Never,Rarely,Rarely,Occasionally,Rarely,60,30,3,4,3,3,4,4,3,3,3,4,Neutral,,,Public health ,It should be made available at all units
363,Female,18 – 25,Nurse,Volta,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,3,2,4,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,Frequently,Rarely,Rarely,Frequently,Rarely,Occasionally,Occasionally,Rarely,Never,Rarely,Rarely,Occasionally,Rarely,60,30,3,4,3,3,4,4,3,3,3,4,Neutral,,,Public health ,It should be made available at all units
364,Male,18 – 25,Nurse,Eastern,Less than 3 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,4,5,5,3,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Frequently,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Occasionally,Rarely,Frequently,Occasionally,30,15,5,5,5,5,5,3,3,4,4,5,Yes,Meta Ai ,,Medical consulting ,
365,Male,18 – 25,Nurse,Northern,Less than 3 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,4,5,5,3,4,Yes,Mobile apps,Yes,Yes,Medical information research,Never,Frequently,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Occasionally,Rarely,Frequently,Occasionally,30,15,5,5,5,5,5,3,3,4,4,5,Yes,Meta Ai ,,Medical consulting ,
366,Female,18 – 25,Nurse,Central,Less than 3 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,4,4,4,1,2,Yes,Mobile apps,Yes,No,Medical information research,Never,Frequently,Rarely,Never,Frequently,"Occasionally, Frequently",Rarely,Occasionally,Always,Always,Frequently,Frequently,Frequently,30,65,3,3,3,4,5,3,3,4,4,3,Neutral,,,Education,Straight forward answers
367,Female,18 – 25,Nurse,Savannah,Less than 3 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,4,4,4,1,2,Yes,Mobile apps,Yes,No,Medical information research,Never,Frequently,Rarely,Never,Frequently,"Occasionally, Frequently",Rarely,Occasionally,Always,Always,Frequently,Frequently,Frequently,30,65,3,3,3,4,5,3,3,4,4,3,Neutral,,,Education,Straight forward answers
368,Female,26 – 35,Nurse,Central,Less than 3 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,3,4,4,4,Yes,Mobile apps,No,No,"Clinical documentation of patient information, Medical information research, Administrative writing",Frequently,Frequently,Rarely,Rarely,Rarely,Rarely,"Rarely, Frequently",Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,30,30,4,4,4,4,4,4,4,4,4,4,Neutral,,,,
369,Female,26 – 35,Nurse,Western,Less than 3 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,3,4,4,4,Yes,Mobile apps,No,No,"Clinical documentation of patient information, Medical information research, Administrative writing",Frequently,Frequently,Rarely,Rarely,Rarely,Rarely,"Rarely, Frequently",Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,30,30,4,4,4,4,4,4,4,4,4,4,Neutral,,,,
370,Male,36 – 45,Disease Control Officer,Northern,More than 10 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,2,5,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Administrative writing",Rarely,Frequently,Rarely,Rarely,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Never,Occasionally,Occasionally,15,5,5,4,4,4,4,4,4,4,4,5,Yes,LLMs saves time and is convenient over CCLs,,Records keeping and retrieval,The improvement of other infrastructure such us Internet connectivity and electricity to support the operation of LLMs
371,Male,36 – 45,Disease Control Officer,Greater Accra,More than 10 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,2,5,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Administrative writing",Rarely,Frequently,Rarely,Rarely,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Never,Occasionally,Occasionally,15,5,5,4,4,4,4,4,4,4,4,5,Yes,LLMs saves time and is convenient over CCLs,,Records keeping and retrieval,The improvement of other infrastructure such us Internet connectivity and electricity to support the operation of LLMs
372,Female,26 – 35,Nurse,Central,Less than 3 years,Maybe,Meta AI,3 -  I know a good amount about LLMs and can talk about it confidently,5,5,5,5,5,No,Mobile apps,Yes,Yes,Clinical documentation of patient information,Occasionally,Rarely,Never,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,1,3,5,5,5,5,5,5,1,1,5,5,No,,,,
373,Female,26 – 35,Nurse,Greater Accra,Less than 3 years,Maybe,Meta AI,3 -  I know a good amount about LLMs and can talk about it confidently,5,5,5,5,5,No,Mobile apps,Yes,Yes,Clinical documentation of patient information,Occasionally,Rarely,Never,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,1,3,5,5,5,5,5,5,1,1,5,5,No,,,,
374,Male,36 – 45,Disease Control Officer,Northern,6 – 10 years,No,,1  - I know very little to nothing about LLMs,4,4,4,4,4,No,No idea ,Yes,No,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Rarely,Rarely,Frequently,Frequently,Occasionally,Frequently,Frequently,2,3,3,4,4,3,4,3,4,2,4,4,Yes,Technology is faster ,,Paediatric ,Very important 
375,Male,36 – 45,Disease Control Officer,Ashanti,6 – 10 years,No,,1  - I know very little to nothing about LLMs,4,4,4,4,4,No,No idea ,Yes,No,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing",Frequently,Occasionally,Frequently,Occasionally,Occasionally,Frequently,Rarely,Rarely,Frequently,Frequently,Occasionally,Frequently,Frequently,2,3,3,4,4,3,4,3,4,2,4,4,Yes,Technology is faster ,,Paediatric ,Very important 
376,Female,36 – 45,Nurse,Greater Accra,Less than 3 years,Yes,Microsoft Copilot,3 -  I know a good amount about LLMs and can talk about it confidently,3,3,3,3,3,Yes,Online Platforms or websites,Yes,No,Prescription and dosage writing,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Occasionally,Never,Rarely,Never,Rarely,Rarely,Rarely,30,50,3,3,2,4,4,4,2,2,2,1,Neutral,All,No reason,No,All
377,Male,36 – 45,Nurse,Greater Accra,Less than 3 years,Yes,Microsoft Copilot,3 -  I know a good amount about LLMs and can talk about it confidently,3,3,3,3,3,Yes,Online Platforms or websites,Yes,No,Prescription and dosage writing,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Occasionally,Never,Rarely,Never,Rarely,Rarely,Rarely,30,50,3,3,2,4,4,4,2,2,2,1,Neutral,All,No reason,No,All
378,Male,26 – 35,Nurse,Central,Less than 3 years,No,ChatGPT,1  - I know very little to nothing about LLMs,4,4,5,1,4,No,Online Platforms or websites,No,No,Medical information research,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Occasionally,Never,Occasionally,5,4,2,2,3,4,4,3,1,1,4,1,Neutral,,,,
379,Male,26 – 35,Nurse,Eastern,Less than 3 years,No,ChatGPT,1  - I know very little to nothing about LLMs,4,4,5,1,4,No,Online Platforms or websites,No,No,Medical information research,Never,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Occasionally,Never,Occasionally,5,4,2,2,3,4,4,3,1,1,4,1,Neutral,,,,
380,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Claude AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,5,5,1,3,Yes,"Online Platforms or websites, Mobile apps",Yes,Maybe,"Medical information research, Administrative writing",Never,Rarely,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,45,240,3,2,3,3,4,4,2,3,3,3,No,,"Comfort of use, trusted inputs from traditional sources",Education ,"LLMs should be updated with latest information, up-to-date and relevant citations "
381,Female,26 – 35,Pharmacist,Savannah,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Claude AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,5,5,1,3,Yes,"Online Platforms or websites, Mobile apps",Yes,Maybe,"Medical information research, Administrative writing",Never,Rarely,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,45,240,3,2,3,3,4,4,2,3,3,3,No,,"Comfort of use, trusted inputs from traditional sources",Education ,"LLMs should be updated with latest information, up-to-date and relevant citations "
382,Male,26 – 35,Midwife,Greater Accra,Less than 3 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,4,4,4,4,4,Yes,Online Platforms or websites,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing",Occasionally,Rarely,Rarely,Never,Occasionally,Occasionally,Rarely,Never,Never,Never,Rarely,Rarely,Never,30,30,4,4,4,4,4,4,4,4,4,4,Yes,It’s easy to access ,,Nursing ,
383,Female,26 – 35,Midwife,Western,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,3,2,4,No,Mobile apps,Yes,No,"Medical information research, Language translation",Frequently,Always,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,5,10,4,5,5,4,5,4,4,3,4,4,Neutral,,,,
