,Gender,Age,Profession,Region,Work_Experience(yrs),Pre-study Awareness,Models_Used,Participant Understanding Rating,Participant Understanding Rating_encoded,Access,Mode_of_Access,Use_Consideration,Use,Tasks,LLM_Duration(mins),CCL_Duration(mins),Preference,LLM_Adv,CCL_Adv,Impact_Areas,Recommendations,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,CCL_Find_Quick_Answers,CCL_Brainstorm_&_Diagnose,CCL_Generate_Prescriptions,CCL_Summarise_Research_Articles,CCL_Create_Educational_Materials,CCL_Treatment_Recommendations,Understanding_Rate,Understanding_Rate_encoded,Value,Efficiency,Safety,Reliabilty
336,Female,26 – 35,Nurse,Upper West,3 – 5 years,Yes,Meta AI,1  - I know very little to nothing about LLMs,Low,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,2,0,Neutral,,,,Accessibilty,Rarely,Frequently,Never,Occasionally,Occasionally,Rarely,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Frequently,Low,1  - I know very little to nothing about LLMs,Neutral,Agree,Neutral,Neutral
337,Female,26 – 35,Nurse,North East,3 – 5 years,Yes,Meta AI,1  - I know very little to nothing about LLMs,Low,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,2,0,Neutral,,,,Accessibilty,Rarely,Frequently,Never,Occasionally,Occasionally,Rarely,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Frequently,Low,1  - I know very little to nothing about LLMs,Neutral,Agree,Neutral,Neutral
338,Male,36 – 45,Dietitian,Ashanti,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,none,No,Maybe,Medical information research,3,0,Neutral,,Accurate and evidence-based,,Accessibilty,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
339,Male,36 – 45,Dietitian,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,none,No,Maybe,Medical information research,3,0,Neutral,,Accurate and evidence-based,,Accessibilty,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
340,Male,26 – 35,Optometrist,Ashanti,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support",60,30,Yes,,,Treatment,Speed,Occasionally,Always,Rarely,Rarely,Always,Frequently,Rarely,Always,Never,Never,Rarely,Occasionally,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Disagree,Agree,Neutral
341,Male,26 – 35,Optometrist,Central,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps, LLM-integrated Electronic record software",Yes,Yes,"Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support",60,30,Yes,,,Treatment,Speed,Occasionally,Always,Rarely,Rarely,Always,Frequently,Rarely,Always,Never,Never,Rarely,Occasionally,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Disagree,Agree,Neutral
342,Female,26 – 35,Nurse,Ashanti,3 – 5 years,Yes,Google’s BERT,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,60,60,No,,,,,Always,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Agree,Agree,Agree
343,Female,26 – 35,Nurse,Greater Accra,3 – 5 years,Yes,Google’s BERT,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,60,60,No,,,,,Always,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Agree,Agree,Agree
344,Female,36 – 45,Disease Control Officer,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,No,,No,Maybe,Medical information research,0,10,No,,Accurate and evidence-based,,,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
345,Male,36 – 45,Disease Control Officer,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,No,,No,Maybe,Medical information research,0,10,No,,Accurate and evidence-based,,,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
346,Female,36 – 45,Disease Control Officer,Upper West,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,No,,No,No,Medical information research,0,10,No,,Accurate and evidence-based,,,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
347,Female,36 – 45,Disease Control Officer,Upper East,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,No,,No,No,Medical information research,0,10,No,,Accurate and evidence-based,,,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
348,Female,18 – 25,Nurse,Upper East,Less than 3 years,Yes,Meta AI,3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,30,30,Yes,,,Documentation,Accessibilty,Occasionally,Frequently,Rarely,Rarely,Always,Frequently,Frequently,Never,Never,Never,Occasionally,Always,Always,Low,1  - I know very little to nothing about LLMs,Agree,Agree,Agree,Agree
349,Female,18 – 25,Nurse,Brong Ahafo,Less than 3 years,Yes,Meta AI,3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,Yes,Medical information research,30,30,Yes,,,Documentation,Accessibilty,Occasionally,Frequently,Rarely,Rarely,Always,Frequently,Frequently,Never,Never,Never,Occasionally,Always,Always,Low,1  - I know very little to nothing about LLMs,Agree,Agree,Agree,Agree
350,Female,26 – 35,Medicine Counter Assistant,Central,3 – 5 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,Low,No,Mobile apps,No,Maybe,Prescription and dosage writing,10,0,Neutral,,,,,Never,Occasionally,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Agree,Agree
351,Female,26 – 35,Medicine Counter Assistant,Greater Accra,3 – 5 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,Low,No,Mobile apps,No,Maybe,Prescription and dosage writing,10,0,Neutral,,,,,Never,Occasionally,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Agree,Agree
352,Female,26 – 35,Medicine Counter Assistant,Volta,3 – 5 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,Low,No,Mobile apps,No,Maybe,Medical information research,10,0,Neutral,,,,,Never,Occasionally,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Agree,Agree
353,Female,26 – 35,Medicine Counter Assistant,Western North,3 – 5 years,No,Microsoft Copilot,1  - I know very little to nothing about LLMs,Low,No,Mobile apps,No,Maybe,Medical information research,10,0,Neutral,,,,,Never,Occasionally,Rarely,Occasionally,Never,Never,Never,Never,Never,Never,Never,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Agree,Agree
354,Female,26 – 35,Pharmacist,Eastern,3 – 5 years,No,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,Maybe,Medical information research,5,10,Neutral,,,Diagnosis and treatment,Integration into Healthcare management systems,Never,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Frequently,Occasionally,Frequently,Never,Rarely,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Agree,Neutral
355,Female,26 – 35,Pharmacist,Ashanti,3 – 5 years,No,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,Maybe,Medical information research,5,10,Neutral,,,Diagnosis and treatment,Integration into Healthcare management systems,Never,Occasionally,Occasionally,Never,Rarely,Never,Occasionally,Frequently,Occasionally,Frequently,Never,Rarely,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Agree,Neutral
356,Female,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Online Platforms or websites,No,No,I don't quite use it.,10,60,No,,Accurate and evidence-based,Treatment,Data Credibility and Verification with Clinical Literature,Never,Rarely,Never,Never,Never,Never,Never,Always,Always,Always,Always,Always,Always,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Neutral,Disagree,Disagree
357,Male,26 – 35,Pharmacist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Online Platforms or websites,No,No,I don't quite use it.,10,60,No,,Accurate and evidence-based,Treatment,Data Credibility and Verification with Clinical Literature,Never,Rarely,Never,Never,Never,Never,Never,Always,Always,Always,Always,Always,Always,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Neutral,Disagree,Disagree
358,Male,26 – 35,Pharmacist,Greater Accra,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Administrative writing, Language translation",30,120,No,,Patient Security,,,Rarely,Rarely,Never,Rarely,Rarely,Occasionally,Rarely,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Disagree,Disagree,Disagree
359,Male,26 – 35,Pharmacist,Brong Ahafo,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Administrative writing, Language translation",30,120,No,,Patient Security,,,Rarely,Rarely,Never,Rarely,Rarely,Occasionally,Rarely,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Disagree,Disagree,Disagree
360,Female,26 – 35,Nurse,Central,Less than 3 years,No,Meta AI,1  - I know very little to nothing about LLMs,Low,No,Mobile apps,Yes,No,Prescription and dosage writing,30,20,Neutral,,,Urban heathcare,It helps process everything quickly,Occasionally,Occasionally,Never,Never,Rarely,Never,Occasionally,"Never, Occasionally",Occasionally,Rarely,Occasionally,Rarely,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Agree,Strongly Agree,Agree
361,Female,26 – 35,Nurse,Greater Accra,Less than 3 years,No,Meta AI,1  - I know very little to nothing about LLMs,Low,No,Mobile apps,Yes,No,Prescription and dosage writing,30,20,Neutral,,,Urban heathcare,It helps process everything quickly,Occasionally,Occasionally,Never,Never,Rarely,Never,Occasionally,"Never, Occasionally",Occasionally,Rarely,Occasionally,Rarely,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Agree,Strongly Agree,Agree
362,Female,18 – 25,Nurse,Central,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,60,30,Neutral,,,Public health ,Accessibilty,Frequently,Rarely,Rarely,Frequently,Rarely,Occasionally,Occasionally,Rarely,Never,Rarely,Rarely,Occasionally,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Agree,Neutral
363,Female,18 – 25,Nurse,Volta,Less than 3 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,LLM-integrated Electronic record software,Yes,Yes,Clinical documentation of patient information,60,30,Neutral,,,Public health ,Accessibilty,Frequently,Rarely,Rarely,Frequently,Rarely,Occasionally,Occasionally,Rarely,Never,Rarely,Rarely,Occasionally,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Neutral,Agree,Neutral
364,Male,18 – 25,Nurse,Eastern,Less than 3 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,Medical information research,30,15,Yes,,,Medical consulting ,,Never,Frequently,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Occasionally,Rarely,Frequently,Occasionally,Very High,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Strongly Agree,Strongly Agree,Agree,Agree
365,Male,18 – 25,Nurse,Northern,Less than 3 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,Yes,Medical information research,30,15,Yes,,,Medical consulting ,,Never,Frequently,Frequently,Rarely,Rarely,Frequently,Frequently,Frequently,Frequently,Occasionally,Rarely,Frequently,Occasionally,Very High,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Strongly Agree,Strongly Agree,Agree,Agree
366,Female,18 – 25,Nurse,Central,Less than 3 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,No,Medical information research,30,65,Neutral,,,Education and training,Straight forward answers,Never,Frequently,Rarely,Never,Frequently,Occasionally,Rarely,Occasionally,Always,Always,Frequently,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Strongly Agree,Neutral,Agree,Neutral
367,Female,18 – 25,Nurse,Savannah,Less than 3 years,Yes,Meta AI,2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,Yes,No,Medical information research,30,65,Neutral,,,Education and training,Straight forward answers,Never,Frequently,Rarely,Never,Frequently,Occasionally,Rarely,Occasionally,Always,Always,Frequently,Frequently,Frequently,Low,1  - I know very little to nothing about LLMs,Strongly Agree,Neutral,Agree,Neutral
368,Female,26 – 35,Nurse,Central,Less than 3 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,No,"Clinical documentation of patient information, Medical information research, Administrative writing",30,30,Neutral,,,,,Frequently,Frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Agree,Agree
369,Female,26 – 35,Nurse,Western,Less than 3 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,No,"Clinical documentation of patient information, Medical information research, Administrative writing",30,30,Neutral,,,,,Frequently,Frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Agree,Agree
370,Male,36 – 45,Disease Control Officer,Northern,More than 10 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Administrative writing",15,5,Yes,Speed and Efficiency,,Documentation,Internet Connectivity,Rarely,Frequently,Rarely,Rarely,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Never,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
371,Male,36 – 45,Disease Control Officer,Greater Accra,More than 10 years,Maybe,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Administrative writing",15,5,Yes,Speed and Efficiency,,Documentation,Internet Connectivity,Rarely,Frequently,Rarely,Rarely,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Never,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
372,Female,26 – 35,Nurse,Central,Less than 3 years,Maybe,Meta AI,3 -  I know a good amount about LLMs and can talk about it confidently,High,No,Mobile apps,Yes,Yes,Clinical documentation of patient information,1,3,No,,,,,Occasionally,Rarely,Never,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Strongly Agree,Neutral,Agree
